store,name,sales,price
疆界互联旗舰店,小米 红米Note8 pro 6400万四摄Redmi手机 电光灰 8G+128G 全网通#6G+128G 全网通,241,1379.00
OPPO墨白专卖店,OPPOOPPO Reno3 pro#5G全网通【官方标配】,1,3699.00
疆界互联旗舰店,小米Redmi红米K30 手机 王一博同款【现货速发】 花影惊鸿 6G+128G 全网通【现货速发】#6G+128G 全网通【现货速发】,31,1699.00
疆界互联旗舰店,小米 红米Note8 pro 6400万四摄Redmi手机 冰翡翠 8G+128G 全网通#6G+128G 全网通,724,1379.00
vivo官方旗舰店,vivoiQOO Neo 855竞速版#8GB 128GB,196,2398.00
疆界互联旗舰店,小米Redmi红米K30 手机 王一博同款【现货速发】 深海微光 6G+128G 全网通【现货速发】#6G+128G 全网通【现货速发】,169,1709.00
疆界互联旗舰店,华为（HUAWEI）荣耀play3#4GB+64GB全网通咨询赠一年影视会员观影权益,200,789.00
疆界互联旗舰店,小米 红米Note8 pro 6400万四摄Redmi手机 贝母白 8G+128G 全网通#6G+64G 全网通,93,1238.00
疆界互联旗舰店,小米Redmi红米K30 手机 王一博同款【现货速发】 紫玉幻境 6G+128G 全网通【现货速发】#8G+256G 全网通【现货速发】,16,2199.00
OPPO墨白专卖店,OPPOOPPO Reno3 pro#5G全网通【耳机手环套装】,0,4099.00
疆界互联旗舰店,小米 红米Note8 pro 6400万四摄Redmi手机 电光灰 8G+128G 全网通#8G+128G 全网通,637,1458.00
OPPO墨白专卖店,OPPOOPPO Reno3 pro#5G全网通【耳机手环套装】,0,3799.00
疆界互联旗舰店,小米Redmi红米K30 手机 王一博同款【现货速发】 花影惊鸿 6G+128G 全网通【现货速发】#8G+128G 全网通【现货速发】,15,1899.00
疆界互联旗舰店,小米 红米Note8 pro 6400万四摄Redmi手机 冰翡翠 8G+128G 全网通#8G+128G 全网通,1793,1438.00
vivo官方旗舰店,vivoiQOO Neo 855竞速版#12GB 128GB,163,2798.00
疆界互联旗舰店,小米Redmi红米K30 手机 王一博同款【现货速发】 深海微光 6G+128G 全网通【现货速发】#8G+128G 全网通【现货速发】,59,1899.00
疆界互联旗舰店,华为（HUAWEI）荣耀play3#4GB+64GB全网通咨询赠一年影视会员观影权益,699,789.00
疆界互联旗舰店,华为（HUAWEI）荣耀play3#6GB+64GB全网通咨询赠一年影视会员观影权益,0,1099.80
疆界互联旗舰店,华为（HUAWEI）荣耀play3#4GB+64GB全网通咨询赠一年影视会员观影权益,557,789.00
疆界互联旗舰店,华为（HUAWEI）荣耀play3#4GB+64GB全网通咨询赠一年影视会员观影权益,1514,799.80
OPPO官方直营旗舰店,OPPO K5【到手价1599起】6400万超清四摄30W VOOC闪充骁龙730G拍照游戏手机闪充 奇幻森林 8GB+256GB (T) 官方标配#官方标配,81,2499.00
OPPO官方直营旗舰店,OPPO K5【到手价1599起】6400万超清四摄30W VOOC闪充骁龙730G拍照游戏手机闪充 极地阳光 8GB+256GB 官方标配#官方标配,92,2499.00
疆界互联旗舰店,小米 红米Note8 pro 6400万四摄Redmi手机 贝母白 8G+128G 全网通#8G+256G 全网通,56,1648.00
疆界互联旗舰店,小米 红米Note8 pro 6400万四摄Redmi手机 电光灰 8G+128G 全网通#6G+64G 全网通,54,1238.00
疆界互联旗舰店,小米Redmi红米K30 手机 王一博同款【现货速发】 花影惊鸿 6G+128G 全网通【现货速发】#8G+256G 全网通【现货速发】,7,2199.00
疆界互联旗舰店,小米 红米Note8 pro 6400万四摄Redmi手机 冰翡翠 8G+128G 全网通#6G+64G 全网通,204,1238.00
疆界互联旗舰店,华为（HUAWEI）荣耀Note10#6G+128G 全网通咨询赠一年影视会员观影权益,3042,1449.00
小米京东自营旗舰店,小米红米K20pro#6GB+64GB,17804,2099.00
小米京东自营旗舰店,小米Redmi K20 Pro#6GB+64GB,18029,2099.00
疆界互联旗舰店,小米Redmi红米K30 手机 王一博同款【现货速发】 深海微光 6G+128G 全网通【现货速发】#8G+256G 全网通【现货速发】,30,2199.00
疆界互联旗舰店,华为（HUAWEI）荣耀play3#6GB+64GB全网通咨询赠一年影视会员观影权益,56,1099.80
疆界互联旗舰店,华为（HUAWEI）荣耀play3#4GB+128GB全网通咨询赠一年影视会员观影权益,0,1299.80
疆界互联旗舰店,华为（HUAWEI）荣耀play3#6GB+64GB全网通咨询赠一年影视会员观影权益,26,1099.80
疆界互联旗舰店,华为（HUAWEI）荣耀play3#6GB+64GB全网通咨询赠一年影视会员观影权益,94,1099.80
OPPO官方直营旗舰店,OPPO K5【到手价1599起】6400万超清四摄30W VOOC闪充骁龙730G拍照游戏手机闪充 奇幻森林 8GB+256GB (T) 官方标配#新品首销有礼,27,2599.00
OPPO官方直营旗舰店,OPPO K5【到手价1599起】6400万超清四摄30W VOOC闪充骁龙730G拍照游戏手机闪充 极地阳光 8GB+256GB 官方标配#新品首销有礼,20,2599.00
疆界互联旗舰店,小米 红米Note8 pro 6400万四摄Redmi手机 电光灰 8G+128G 全网通#8G+256G 全网通,71,1648.00
疆界互联旗舰店,小米 红米Note8 pro 6400万四摄Redmi手机 冰翡翠 8G+128G 全网通#8G+256G 全网通,142,1636.00
疆界互联旗舰店,华为（HUAWEI）荣耀Note10#6G+64G 全网通咨询赠一年影视会员观影权益,40,1399.00
小米京东自营旗舰店,小米红米K20pro#6GB+128GB,3258,2199.00
小米京东自营旗舰店,小米Redmi K20 Pro#6GB+128GB,59327,2199.00
疆界互联旗舰店,华为（HUAWEI）荣耀Note10#6G+128G 全网通咨询赠一年影视会员观影权益,1244,1449.00
小米京东自营旗舰店,小米Redmi K20 Pro#6GB+64GB,17804,2099.00
小米京东自营旗舰店,小米Redmi K20 Pro#6GB+64GB,16797,2099.00
疆界互联旗舰店,华为（HUAWEI）荣耀play3#4GB+128GB全网通咨询赠一年影视会员观影权益,29,1299.80
疆界互联旗舰店,华为（HUAWEI）荣耀play3#4G+64G+一年碎屏险,0,899.00
疆界互联旗舰店,华为（HUAWEI）荣耀play3#4GB+128GB全网通咨询赠一年影视会员观影权益,28,1299.80
疆界互联旗舰店,华为（HUAWEI）荣耀play3#4GB+128GB全网通咨询赠一年影视会员观影权益,52,1299.80
OPPO手机乐良专卖店,OPPOK5#全网通,71,2499.00
OPPO手机乐良专卖店,OPPOK5#全网通,88,2499.00
OPPO手机乐良专卖店,OPPOK5#全网通,225,1999.00
小米京东自营旗舰店,小米红米K20pro#8GB+128GB,4833,2499.00
小米京东自营旗舰店,小米Redmi K20 Pro#8GB+128GB,63303,2499.00
疆界互联旗舰店,华为（HUAWEI）荣耀Note10#6G+64G 全网通咨询赠一年影视会员观影权益,0,1999.00
小米京东自营旗舰店,小米Redmi K20 Pro#6GB+128GB,40272,2199.00
小米京东自营旗舰店,小米Redmi K20 Pro#6GB+128GB,35896,2199.00
疆界互联旗舰店,华为（HUAWEI）荣耀play3#4G+64G+一年碎屏险,2,899.00
疆界互联旗舰店,华为（HUAWEI）荣耀play3#4+64G（12期免息专享）,0,1099.00
